hit_id	replicon	position_hit	hit_sequence_length	gene_name
c_000000182097_1	UserReplicon	751	429	Cas__RT_I_II_III_IV_V_VI_1
c_000000206230_20	UserReplicon	1588	90	Lamassu-Fam__LmuC_acc_Lipase
c_000000206230_7	UserReplicon	1575	391	Retron_I_A__ATPase_TypeIA
c_000000206230_7	UserReplicon	1575	391	Retron_I_B__ATPase_TOPRIM_COG3593
c_000000206230_7	UserReplicon	1575	391	PARIS_I__AAA_15
c_000000206230_7	UserReplicon	1575	391	PARIS_II__AAA_21
c_000000206230_7	UserReplicon	1575	391	AbiL__AbiLi
c_000000206230_7	UserReplicon	1575	391	AbiL__AbiLi2
c_000000226345_12	UserReplicon	1945	474	Shango__SngC
c_000000226345_12	UserReplicon	1945	474	Hachiman__HamB
c_000000226345_12	UserReplicon	1945	474	PsyrTA__PsyrT
c_000000232997_11	UserReplicon	427	891	Gabija__GajB_2
c_000000235260_19	UserReplicon	734	257	Retron_III__PRTase_WH
c_000000235260_9	UserReplicon	724	1269	Mokosh_TypeI__MkoA
c_000000262199_2	UserReplicon	2074	269	BREX__brxP
c_000000273288_1	UserReplicon	1994	87	Cas__cas2_I_II_III_IV_V_VI_3
c_000000273288_1	UserReplicon	1994	87	Cas__cas2_I_II_III_IV_V_VI_5
c_000000273288_1	UserReplicon	1994	87	Cas__cas2_I_II_III_IV_V_VI_1
c_000000273288_1	UserReplicon	1994	87	Cas__cas2_I_II_III_IV_V_VI_13
c_000000273288_2	UserReplicon	1995	321	Cas__cas1_I_II_III_IV_V_VI_2
c_000000273288_2	UserReplicon	1995	321	Cas__cas1_I_II_III_IV_V_VI_7
c_000000273288_2	UserReplicon	1995	321	Cas__cas1_I_II_III_IV_V_VI_1
c_000000273288_2	UserReplicon	1995	321	Cas__cas1_I_II_III_IV_V_VI_8
c_000000273288_2	UserReplicon	1995	321	Cas__cas1_I_II_III_IV_V_VI_10
c_000000273288_3	UserReplicon	1996	245	Cas__csm6_III_7
c_000000273288_3	UserReplicon	1996	245	Cas__csx1_III_7
c_000000273288_3	UserReplicon	1996	245	Cas__csm6_III_3
c_000000273288_4	UserReplicon	1997	382	Cas__csm5gr7_III-A_4
c_000000273288_4	UserReplicon	1997	382	Cas__csm5gr7_III-A_2
c_000000273288_4	UserReplicon	1997	382	Cas__csm5gr7_III-A_3
c_000000273288_5	UserReplicon	1998	301	Cas__csm4gr5_III-A_3
c_000000273288_5	UserReplicon	1998	301	Cas__csm4gr5_III-A_1
c_000000273288_6	UserReplicon	1999	210	Cas__csm3gr7_III-A_III-D_10
c_000000273288_6	UserReplicon	1999	210	Cas__csm3gr7_III-A_1
c_000000273288_7	UserReplicon	2000	178	Cas__csm2gr11_III-A_1
c_000000273288_7	UserReplicon	2000	178	Cas__csm2gr11_III-A_15
c_000000273288_7	UserReplicon	2000	178	Cas__csm2gr11_III-A_3
c_000000273288_8	UserReplicon	2001	768	Cas__cas10_III_7
c_000000273288_8	UserReplicon	2001	768	Cas__cas10_III-A_1
c_000000273288_9	UserReplicon	2002	238	Cas__cas6_I_II_III_IV_V_VI_14
c_000000273288_9	UserReplicon	2002	238	Cas__cas6_I_II_III_IV_V_VI_7
c_000000273288_9	UserReplicon	2002	238	Cas__cas6_I_II_III_IV_V_VI_20
c_000000276245_25	UserReplicon	2311	258	PARIS_II__AAA_21
c_000000297350_4	UserReplicon	1693	445	RM__Type_I_REases
c_000000297350_4	UserReplicon	1693	445	RM_Type_III__Type_III_REases
c_000000304922_1	UserReplicon	82	391	RM__Type_I_REases
c_000000304922_1	UserReplicon	82	391	RM_Type_III__Type_III_REases
c_000000304922_1	UserReplicon	82	391	Shango__SngC
c_000000304922_1	UserReplicon	82	391	PsyrTA__PsyrT
c_000000304922_10	UserReplicon	91	689	pAgo__pAgo_LongA
c_000000304922_10	UserReplicon	91	689	pAgo__pAgo_LongB
c_000000304922_10	UserReplicon	91	689	pAgo__COG1431_pAgo
c_000000304922_7	UserReplicon	88	292	RM_Type_II__Type_II_MTases
c_000000327880_5	UserReplicon	868	1183	PARIS_II__AAA_21
c_000000327880_5	UserReplicon	868	1183	Wadjet__JetC_III
c_000000327880_5	UserReplicon	868	1183	Lamassu-Fam__LmuB_SMC_Hydrolase_protease
c_000000327880_5	UserReplicon	868	1183	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
c_000000327880_5	UserReplicon	868	1183	Lamassu-Fam__LmuB_SMC_Mrr
c_000000327880_7	UserReplicon	870	530	Zorya_TypeI__ZorD
c_000000327880_7	UserReplicon	870	530	AbiR__AbiRc
c_000000403927_8	UserReplicon	1077	129	Retron_IX__HEPN
c_000000432848_2	UserReplicon	2280	213	Mokosh_TypeI__MkoB2
c_000000435335_2	UserReplicon	1527	493	CAS_Class1-Subtype-IV-A__DinG_IV-A_2
c_000000475567_17	UserReplicon	2194	278	PARIS_II__AAA_21
